User_Name,Five_most_used_Theme,Category
2600:100b:b024:34f3:b8c6:b9a0:cf5e:cb7e,{'300 (film)': 1},300 (film)
2600:100b:b024:c733:8c28:328a:f6d1:f0cd,{'300 (film)': 1},300 (film)
2602:306:bd6e:8220:c43a:8031:52c8:28eb,"{'Bataille des Thermopyles': 3, 'Izmir': 2, 'Jean Baudrillard': 2, 'Dassault Super-Étendard': 1, 'Airbus A380': 1}","Bataille des Thermopyles,Bataille des Thermopyles"
2602:30a:2c95:8c0:c971:ce3a:19b:6d4a,"{'300 (film)': 2, 'Nick Glennie-Smith': 1}",300 (film)
2607:fa48:6e9b:91f0:d18:200:30e0:a1b6,{'Bataille des Thermopyles': 1},"Bataille des Thermopyles,Bataille des Thermopyles"
2a01:cb00:217:2a00:e055:61c7:4b48:23bb,{'Léonidas Ier de Sparte': 1},Léonidas Ier de Sparte
2a01:cb00:349:3200:5ca7:6cc0:78f2:6553,"{'Miglos': 2, 'X265': 2, 'Rue Benouville': 2, 'Nino Ferrer': 2, 'Charles Sobhraj': 1}",Thémistocle
2a01:cb00:591:8b00:ed37:f74b:323c:18a5,{'Les Perses': 1},Les Perses
2a01:cb00:82c:e000:707f:375f:3805:286b,{'Phidippidès': 1},Phidippidès
2a01:cb00:8781:c000:5055:e0b6:4d5d:90e1,{'Cimon': 1},Cimon
2a01:cb00:8781:c000:74c8:e05f:278b:1769,{'Cimon': 1},Cimon
2a01:cb00:8781:c000:e5cd:e3d3:32de:6318,{'Cimon': 1},Cimon
2a01:cb04:528:6900:e07c:1a03:f309:fc88,{'Rue des Thermopyles': 1},Rue des Thermopyles
2a01:cb04:569:7200:d509:110b:7839:acea,{'Darius Ier': 1},Darius Ier
2a01:cb04:59c:ec00:5de4:739c:64d1:37e3,"{'Holmes et Watson': 35, 'Je vais mieux': 4, '300 (film)': 2, ""Le Fantôme de l'Opéra (film, 2004)"": 1, 'PS I Love You (film)': 1}",300 (film)
2a01:cb04:76:b700:d02:dad2:7823:9b9e,"{'Vol American Airlines 11': 9, 'Vol American Airlines 77': 7, 'Vol United Airlines 93': 6, 'Chronologie des attentats du 11 septembre 2001': 4, 'Vol United Airlines 175': 4}",Hippias (tyran)
2a01:cb04:8c8:2c00:65c3:b01a:c22:ee65,{'Xerxès Ier': 1},Xerxès Ier
2a01:cb04:fb:5c00:88d4:b2b3:82c1:fc4b,"{'Ike Barinholtz': 9, 'Spartatouille': 1, ""L'Ascenseur : Niveau 2"": 1, 'Naomi Watts': 1}",Spartatouille
2a01:cb05:4d2:b100:4150:bc67:38f0:35ef,{'Bataille de Marathon': 1},Bataille de Marathon
2a01:cb08:5d:ba00:a9d6:86b8:7ce3:c141,{'Guerres médiques': 1},Guerres médiques
2a01:cb08:674:3800:ed8c:323f:15ff:1431,"{'Bataille de Marathon': 1, 'Soy Luna': 1, 'Grecque': 1}",Bataille de Marathon
2a01:cb08:81b4:8600:305b:8d3a:ac50:1fc4,{'Les Perses': 1},Les Perses
2a01:cb08:832a:500:58d1:17d2:a5d8:f19b,"{'Louis de Bourbon (1725-1793)': 5, ""Louis-Philippe d'Orléans (1747-1793)"": 3, 'Jean-Georges-Charles Voidel': 2, 'Adil Çarçani': 2, 'Edgar Bourloton': 1}",Xerxès Ier
2a01:cb08:832a:500:7c8d:5744:6369:5323,"{'Alfred le Grand': 5, 'Constance II': 4, 'Timothy West': 3, 'Lavr Kornilov': 3, 'Qin Shi Huang': 3}",Darius Ier
2a01:cb08:832a:500:d12d:783a:8058:872f,"{'Artabaze Ier (satrape)': 3, 'Personnalités et sida': 2, 'Mardonios': 1, 'Lucien Bouchard': 1}",Mardonios
2a01:cb08:84fe:9900:357b:4f98:9c55:3610,{'Léonidas Ier de Sparte': 1},Léonidas Ier de Sparte
2a01:cb08:8b40:6900:9d88:5efe:de51:9357,"{'Liste de séries cinématographiques': 3, 'Spartatouille': 3, 'Série télévisée': 2, 'Martin McCann': 1, 'Un gars, une fille (série télévisée, 1999)': 1}",Spartatouille
2a01:cb08:8dc5:8500:dd91:86b7:83ce:5814,{'Bataille de Marathon': 1},Bataille de Marathon
2a01:cb0c:692:f200:e8dc:b286:45d9:97c4,{'Léonidas Ier de Sparte': 1},Léonidas Ier de Sparte
2a01:cb0c:8058:1a00:44d6:bb51:bb04:2300,{'Bataille de Platées': 1},Bataille de Platées
2a01:cb0c:8:e400:a46f:32b:ee25:a37b,{'Léonidas Ier de Sparte': 1},Léonidas Ier de Sparte
2a01:cb0d:348:b100:6455:8945:9bed:63c,{'Bataille de Salamine': 1},Bataille de Salamine
2a01:cb0d:a073:634d:4cea:4203:7979:f405,"{'Lemme de Zassenhaus': 1, 'Xerxès Ier': 1, 'Qui a le droit…': 1}",Xerxès Ier
2a01:cb10:2e2:9b00:58cb:cb39:fe85:6f04,"{'Relation': 1, 'Léonidas Ier de Sparte': 1}",Léonidas Ier de Sparte
2a01:cb11:4b1:c800:ec59:f526:834b:4a2b,{'300 (film)': 1},300 (film)
2a01:cb11:6de:de00:6c76:ab75:bd61:96bb,{'Bataille de Salamine': 2},Bataille de Salamine
2a01:cb14:14:dd00:2c60:7eb2:8fe1:3251,{'Bataille des Thermopyles': 1},"Bataille des Thermopyles,Bataille des Thermopyles"
2a01:cb15:8160:4f00:4c9c:519c:9717:cf01,{'Bataille de Salamine': 1},Bataille de Salamine
2a01:cb16:63:ee5c:507d:2378:5c85:84ae,{'Léonidas Ier de Sparte': 1},Léonidas Ier de Sparte
2a01:cb18:3c0:3f00:c43c:7956:de73:a694,"{'Robert Nivelle': 1, 'Darius Ier': 1}",Darius Ier
2a01:cb18:5f5:3200:cce3:d820:f5a3:202c,{'Léonidas Ier de Sparte': 1},Léonidas Ier de Sparte
2a01:cb18:84e1:ef00:fc9d:c83a:83d5:515d,{'Darius Ier': 1},Darius Ier
2a01:cb18:885:a600:40e0:236f:e9ad:771e,{'Bataille de Marathon': 1},Bataille de Marathon
2a01:cb19:8434:a200:31a0:30a5:90d6:b6f6,{'Spartatouille': 1},Spartatouille
2a01:cb19:8434:a200:38e6:ab1c:99da:cf00,{'Spartatouille': 2},Spartatouille
2a01:cb19:8434:a200:48d6:9759:e58b:31d5,"{'Ellen DeGeneres': 1, 'Spartatouille': 1}",Spartatouille
2a01:cb19:8434:a200:c8a2:c5ed:8ccf:40d7,"{'Starving Games': 2, 'Spartatouille': 1, 'Les Kassos': 1}",Spartatouille
2a01:cb19:8434:a200:d2f:f5f1:c78e:938c,"{'Starving Games': 1, 'Spartatouille': 1}",Spartatouille
2a01:cb19:8434:a200:ddae:c89e:73ad:f382,{'Spartatouille': 1},Spartatouille
2a01:cb19:8434:a200:e008:25c5:2f42:fa78,{'Spartatouille': 2},Spartatouille
2a01:cb19:89:af00:d81f:e9af:cb03:3f62,{'Phidippidès': 2},Phidippidès
2a01:cb1c:221:e700:4816:111d:c16:caee,"{""Monument en l'honneur de la souris de laboratoire"": 2, 'Saya no uta': 1, 'Bataille de Platées': 1}",Bataille de Platées
2a01:cb1c:386:2600:95a0:365b:b29f:ef4f,{'Les Perses': 1},Les Perses
2a01:cb1c:821f:a400:f849:249f:29f:c7ae,"{'Léonidas Ier de Sparte': 1, 'Bataille des Thermopyles (homonymie)': 1, 'Molon labe': 1, 'Navire de guerre russe, va te faire foutre': 1, ""Bataille navale de l'île des Serpents (1788)"": 1}","Molon labe,Léonidas Ier de Sparte"
2a01:cb1c:825b:cf00:ec3b:d8e6:89a3:8695,"{'Thermopyles': 2, 'Bataille des Thermopyles': 1}","Bataille des Thermopyles,Bataille des Thermopyles,Thermopyles"
2a01:cb1d:1da:ca00:2871:ce94:cb9e:b85d,{'Léonidas Ier de Sparte': 5},Léonidas Ier de Sparte
2a01:cb1d:8142:2c00:f875:d69:de7b:af2e,{'Bataille des Thermopyles': 1},"Bataille des Thermopyles,Bataille des Thermopyles"
2a01:cb1d:88a9:ba00:5c65:ae6e:938c:572c,"{'Pachacutec': 2, 'Harald Hardrada': 2, 'Simón Bolívar': 2, ""Philippe II (roi d'Espagne)"": 2, 'Enrico Dandolo': 1}",Darius Ier
2a01:e0a:14:a210:154a:95d2:3789:7dde,"{'Aphrodisias': 1, 'Guerres médiques': 1}",Guerres médiques
2a01:e0a:186:23c0:cc51:1f9b:507d:6afa,{'Les Perses': 1},Les Perses
2a01:e0a:1ee:ea90:b89d:c1e2:35cc:1fd0,{'Bataille de Marathon': 1},Bataille de Marathon
2a01:e0a:21b:e240:383a:23ec:6085:2694,{'Damasithyme': 1},Damasithyme
2a01:e0a:226:48f0:3086:883e:6c85:4057,{'Thémistocle': 2},Thémistocle
2a01:e0a:252:d9b0:d57a:f00a:c4fa:4793,{'Bataille de Salamine': 1},Bataille de Salamine
2a01:e0a:2d2:2380:60d9:ddf7:a12:916,{'Bataille de Salamine': 2},Bataille de Salamine
2a01:e0a:32d:43b0:f1f9:d83:2240:960b,{'Bataille de Marathon': 1},Bataille de Marathon
2a01:e0a:331:7910:f0a7:d384:b324:e4f1,{'Xerxès Ier': 1},Xerxès Ier
2a01:e0a:51c:2500:d3e:96f2:1e3d:fc82,{'Thémistocle': 1},Thémistocle
2a01:e0a:99d:f7f0:518b:5a76:127a:3688,{'Hippias (tyran)': 1},Hippias (tyran)
2a01:e0a:aaa:29b0:5d26:e2bb:c269:b85b,"{'Coquille (mollusque)': 1, 'Léonidas aux Thermopyles': 1}",Léonidas aux Thermopyles
2a01:e0a:c6:eef0:bd71:fe57:4b57:c761,{'Thémistocle': 1},Thémistocle
2a01:e0a:e:b70:808e:d62b:fd4e:6978,{'Darius Ier': 1},Darius Ier
2a01:e0a:f5:b840:d844:2e21:c179:ffd8,{'Guerres médiques': 1},Guerres médiques
2a01:e34:ec1c:1260:9c45:c49b:166f:374a,{'Bataille de Platées': 1},Bataille de Platées
2a01:e34:ec22:b1d0:e165:28c8:6aaa:63a3,"{""Bataille de l'Artémision"": 1}",Bataille de l'Artémision
2a01:e34:ec29:e360:f1fe:e92e:f665:2eb,"{'Ménon III de Pharsale': 3, 'Euriptòleme': 2, 'Ménon Ier de Pharsale': 1, 'Cimon': 1}",Cimon
2a01:e34:ecce:80b0:b98c:ca03:27da:7544,{'Bataille de Marathon': 1},Bataille de Marathon
2a01:e34:ed53:df00:5438:9d41:5b5e:1b5a,{'Léonidas Ier de Sparte': 1},Léonidas Ier de Sparte
2a01:e34:ee00:ec00:a444:5323:327e:4761,"{'Léonard (bande dessinée)': 3, 'Léonard est toujours un génie !': 3, 'Askar Khan Afshar': 2, 'Hi-Fi génie': 1, ""Léonard, c'est un quoi, déjà ?"": 1}","Achéménès (satrape),Ariabignès,Darius Ier,Xerxès Ier"
2a01:e34:ee18:b1a0:d421:6b61:580d:1353,{'Bataille de Salamine': 1},Bataille de Salamine
2a01:e34:ee4d:7ce0:fc34:92a3:2ac2:2cf0,{'Bataille de Salamine': 1},Bataille de Salamine
2a01:e34:ee61:7e10:a59b:b2ba:9a33:d0f0,{'Bataille de Salamine': 1},Bataille de Salamine
2a01:e34:ee7d:4220:6011:910f:c1d3:3ba1,{'Xerxès Ier': 1},Xerxès Ier
2a01:e34:eed7:3170:79f0:2646:1572:766f,{'Bataille des Thermopyles': 1},"Bataille des Thermopyles,Bataille des Thermopyles"
2a01:e34:ef05:6970:dca1:1224:c936:dace,{'Bataille de Marathon': 1},Bataille de Marathon
2a01:e35:2e23:100:7cdc:6168:86b3:9254,{'Bataille du cap Mycale': 1},Bataille du cap Mycale
2a01:e35:2e34:4c70:226:bbff:fe18:d4e2,"{'Bataille des Thermopyles': 1, 'Décaméron': 1}","Bataille des Thermopyles,Bataille des Thermopyles"
2a01:e35:2e6b:5670:5149:a0d8:69fb:1702,{'Bataille de Salamine': 1},Bataille de Salamine
2a01:e35:2e85:4320:75b8:5a47:62f7:7c09,{'Xerxès Ier': 1},Xerxès Ier
2a01:e35:2e9e:34a0:208:caff:fe6e:3e46,"{'Kaká': 2, '300 (bande dessinée)': 1}",300 (bande dessinée)
2a01:e35:2eb3:bb10:e05e:f61f:49e1:5c7b,"{'Poison': 2, 'Thémistocle': 1}",Thémistocle
2a01:e35:2eff:c4a0:55f6:9392:1b80:38a7,{'Xerxès Ier': 1},Xerxès Ier
2a01:e35:2f4e:64b0:2548:82d7:9b52:bde5,{'Darius Ier': 1},Darius Ier
2a01:e35:2f6e:c2d0:74ac:6c57:cf2a:cb3b,{'Bataille de Platées': 2},Bataille de Platées
2a01:e35:2fb2:d420:6da1:dcd2:ce1d:259a,"{'Qassem Soleimani': 4, 'Reza Pahlavi (1960)': 4, 'Mohammad Reza Pahlavi': 4, 'Reza Chah': 2, 'Safi al-Din Ardabili': 2}","Darius Ier,Xerxès Ier"
2a01:e35:39cc:7380:5c96:ddeb:8b6e:41a9,"{'Thémistocle': 4, 'Pierre Trabaud': 1}",Thémistocle
2a01:e35:39fb:f2b0:c4b5:173c:9249:557b,{'Seconde guerre médique': 1},Seconde guerre médique
2a01:e35:8a01:c1f0:487a:fa2f:f83f:1930,{'Xerxès Ier': 1},Xerxès Ier
2a01:e35:8a4f:660:3d62:acb5:ae4d:8510,"{'Karl Popper': 4, 'Droit international public': 2, 'Histoire de la démocratie': 2, 'Solon': 1, 'Sept sages de Grèce': 1}",Bataille de Platées
2a01:e35:8ab5:5c00:e4dc:8b18:7c2d:ea82,{'Thémistocle': 1},Thémistocle
2a01:e35:8ac3:7690:8a70:8cff:fe75:94e8,"{'Guerres médiques': 1, 'Phidippidès': 1}","Guerres médiques,Phidippidès"
2a01:e35:8b71:3590:4ccf:9d2:a9a6:c4af,{'Bataille de Salamine': 1},Bataille de Salamine
2a01:e35:8bc2:14a0:91b1:9b8a:37de:fead,"{'Années 500 av. J.-C.': 1, 'Bataille des Thermopyles': 1}","Bataille des Thermopyles,Bataille des Thermopyles"
2a01:e35:8bf4:c470:dc72:c474:c726:e523,{'300 (film)': 2},300 (film)
2a02:120b:2c2a:920:880b:752b:1fd7:e9e2,{'Xerxès Ier': 1},Xerxès Ier
2a02:1811:5272:e100:344d:668a:2c71:3e33,{'Thémistocle': 4},Thémistocle
2a02:2788:1b4:e3c:dc4c:b1c5:d110:b3a9,{'Thermopyles': 1},Thermopyles
2a02:2788:464:3b6:b04a:233a:12ed:6d9f,{'Léonidas Ier de Sparte': 1},Léonidas Ier de Sparte
2a02:2788:8a4:55f:4d36:8775:c33c:a4b2,{'Darius Ier': 1},Darius Ier
2a02:2788:f4:6cf:217d:beb4:4532:aea7,{'Darius Ier': 1},Darius Ier
2a02:2788:f4:6cf:69f8:3dfe:a9fc:7299,"{'Darius Ier': 1, 'Xerxès Ier': 1}","Darius Ier,Xerxès Ier"
2a02:a03f:3078:d200:39d7:981f:38e4:d3c1,{'Bataille de Marathon': 1},Bataille de Marathon
2a02:a03f:68d8:8700:7443:1cda:e9ff:1bac,{'Guerres médiques': 1},Guerres médiques
2a02:a03f:c093:a00:c0d6:fd3a:34ef:7354,{'Guerres médiques': 1},Guerres médiques
2a02:a311:165:7680:a8b4:6f0a:f94a:ca18,{'Spartatouille': 1},Spartatouille
2a02:c7d:bb7e:3a00:c87d:dfd4:94c3:896f,{'Guerres médiques': 1},Guerres médiques
2a04:cec0:1128:f185:0:5:2058:e01,{'Xerxès Ier': 1},Xerxès Ier
2a04:cec0:1164:6ead:0:24:ce8a:f501,{'Bataille de Salamine': 2},Bataille de Salamine
2a04:cec0:11d8:ac4a:79ed:6c09:be52:8103,{'Guerres médiques': 1},Guerres médiques
3(MG)²,"{""Kathleen (ville d'Australie)"": 8, 'Nantes Université': 4, 'Signature numérique': 4, 'Jean-Michel Basquiat': 3, 'Hectare': 3}",Thémistocle
31.31.48.218,"{'Aïd el-Fitr': 4, 'Aigle': 4, 'Les Époux Arnolfini': 4, 'Ski alpin': 3, 'Théologie du mormonisme': 3}",Bataille de Marathon
31.32.69.75,"{'Chronologie du travail des enfants': 4, 'Merlin': 2, 'Académie de Besançon': 2, 'Léonidas aux Thermopyles': 2, 'Norman Borlaug': 1}",Léonidas aux Thermopyles
31.33.124.76,{'Thémistocle': 1},Thémistocle
